Date,IT Department,Cost Element,Country,Actual
1-Mar-20,Core Infrastructure,Hardware Maintenance,USA,183
1-Mar-20,Core Infrastructure,Internal Labor,Brazil,"16,379"
1-Mar-20,Core Infrastructure,Internal Labor,Mexico,"2,058"
1-Mar-20,Core Infrastructure,Internal Labor,New Zealand,"39,022"
1-Mar-20,Core Infrastructure,Internal Labor,Switzerland,"10,011"
1-Mar-20,Core Infrastructure,Internal Labor,USA,"57,769"
1-Mar-20,Core Infrastructure,Moving,USA,"1,169"
1-Mar-20,Core Infrastructure,Other,Brazil,"12,427"
1-Mar-20,Core Infrastructure,Other,Mexico,"6,210"
1-Mar-20,Core Infrastructure,Other,New Zealand,"74,472"
1-Mar-20,Core Infrastructure,Other,Switzerland,10
1-Mar-20,Core Infrastructure,Other,USA,-107
1-Mar-20,Core Infrastructure,Recognition,New Zealand,21
1-Mar-20,Core Infrastructure,Severance,Brazil,891
1-Mar-20,Core Infrastructure,Severance,New Zealand,956
1-Mar-20,Core Infrastructure,Software Maintenance,USA,"6,301"
1-Mar-20,Core Infrastructure,Supplies,Brazil,"2,634"
1-Mar-20,Core Infrastructure,Supplies,Canada,"-1,243"
1-Mar-20,Core Infrastructure,Supplies,Mexico,223
1-Mar-20,Core Infrastructure,Supplies,New Zealand,20
1-Mar-20,Core Infrastructure,Supplies,USA,882
1-Mar-20,Core Infrastructure,Taxes,Brazil,7
1-Mar-20,Core Infrastructure,Taxes,Mexico,162
1-Mar-20,Core Infrastructure,Taxes,USA,9
1-Mar-20,Core Infrastructure,Telecomm,Brazil,"2,148"
1-Mar-20,Core Infrastructure,Telecomm,Canada,"2,543"
1-Mar-20,Core Infrastructure,Telecomm,Mexico,"3,596"
1-Mar-20,Core Infrastructure,Telecomm,New Zealand,"36,583"
1-Mar-20,Core Infrastructure,Telecomm,Switzerland,72
1-Mar-20,Core Infrastructure,Telecomm,USA,904
1-Mar-20,Core Infrastructure,Training,USA,"1,476"
1-Mar-20,Core Infrastructure,Travel,Brazil,"1,371"
1-Mar-20,Core Infrastructure,Travel,Mexico,"-2,553"
1-Mar-20,Core Infrastructure,Travel,New Zealand,"3,511"
1-Mar-20,Core Infrastructure,Travel,USA,"5,416"
1-Mar-20,Core Infrastructure,Vehicles,Mexico,19
1-Mar-20,Core Infrastructure,Vehicles,New Zealand,53
1-Mar-20,Data Centers,Amortization,USA,"1,725"
1-Mar-20,Data Centers,CAPEX,USA,23
1-Mar-20,Data Centers,Depreciation,Ireland,614
1-Mar-20,Data Centers,Depreciation,United Kingdom,"19,508"
1-Mar-20,Data Centers,Depreciation,USA,"252,234"
1-Mar-20,Data Centers,Employee Performance,USA,165
1-Mar-20,Data Centers,External Labor,Germany,"6,159"
1-Mar-20,Data Centers,External Labor,Ireland,"95,112"
1-Mar-20,Data Centers,External Labor,United Kingdom,"192,647"
1-Mar-20,Data Centers,External Labor,USA,"255,867"
1-Mar-20,Data Centers,Hardware,USA,"-2,177"
1-Mar-20,Data Centers,Hardware Maintenance,United Kingdom,"-176,080"
1-Mar-20,Data Centers,Hardware Maintenance,USA,"84,477"
1-Mar-20,Data Centers,Internal Labor,Austria,"3,990"
1-Mar-20,Data Centers,Internal Labor,Germany,"12,199"
1-Mar-20,Data Centers,Internal Labor,Netherlands,"3,586"
1-Mar-20,Data Centers,Internal Labor,Spain,"3,260"
1-Mar-20,Data Centers,Internal Labor,United Kingdom,"10,614"
1-Mar-20,Data Centers,Internal Labor,USA,"143,347"
1-Mar-20,Data Centers,Other,Austria,33
1-Mar-20,Data Centers,Other,Germany,42
1-Mar-20,Data Centers,Other,Netherlands,5
1-Mar-20,Data Centers,Other,Spain,40
1-Mar-20,Data Centers,Other,United Kingdom,448
1-Mar-20,Data Centers,Other,USA,130
1-Mar-20,Data Centers,Recognition,Austria,32
1-Mar-20,Data Centers,Severance,Austria,36
1-Mar-20,Data Centers,Software,United Kingdom,"9,318"
1-Mar-20,Data Centers,Software,USA,"11,956"
1-Mar-20,Data Centers,Software Maintenance,USA,"229,863"
1-Mar-20,Data Centers,Supplies,Spain,8
1-Mar-20,Data Centers,Supplies,USA,250
1-Mar-20,Data Centers,Taxes,USA,"17,338"
1-Mar-20,Data Centers,Telecomm,Austria,11
1-Mar-20,Data Centers,Telecomm,USA,"1,218"
1-Mar-20,Data Centers,Training,Austria,33
1-Mar-20,Data Centers,Training,United Kingdom,574
1-Mar-20,Data Centers,Training,USA,"2,807"
1-Mar-20,Data Centers,Travel,Germany,99
1-Mar-20,Data Centers,Travel,Netherlands,-5
1-Mar-20,Data Centers,Travel,Spain,277
1-Mar-20,Data Centers,Travel,United Kingdom,784
1-Mar-20,Data Centers,Travel,USA,626
1-Mar-20,Data Centers,Vehicles,Netherlands,474
1-Mar-20,Data Management,Amortization,Germany,457
1-Mar-20,Data Management,Depreciation,Germany,"4,379"
1-Mar-20,Data Management,Internal Labor,Germany,"3,235"
1-Mar-20,Data Management,Internal Labor,Spain,"2,964"
1-Mar-20,Data Management,Other,Germany,"-110,385"
1-Mar-20,Data Management,Supplies,Germany,110
1-Mar-20,Data Management,Telecomm,Germany,"20,789"
1-Mar-20,Data Management,Vehicles,Spain,146
1-Mar-20,Development,Employee Performance,USA,46
1-Mar-20,Development,External Labor,Germany,"4,812"
1-Mar-20,Development,External Labor,United Kingdom,"1,628"
1-Mar-20,Development,External Labor,USA,"57,899"
1-Mar-20,Development,Hardware,USA,"1,506"
1-Mar-20,Development,Inbound Allocations,United Kingdom,7
1-Mar-20,Development,Internal Labor,Belgium,"6,642"
1-Mar-20,Development,Internal Labor,Germany,"1,350"
1-Mar-20,Development,Internal Labor,Spain,"3,737"
1-Mar-20,Development,Internal Labor,United Kingdom,"8,297"
1-Mar-20,Development,Internal Labor,USA,"173,446"
1-Mar-20,Development,Other,Belgium,59
1-Mar-20,Development,Other,United Kingdom,149
1-Mar-20,Development,Other,USA,"6,199"
1-Mar-20,Development,Outbound Allocations,United Kingdom,"1,335"
1-Mar-20,Development,Software,USA,"30,709"
1-Mar-20,Development,Software Maintenance,USA,"-89,493"
1-Mar-20,Development,Supplies,USA,39
1-Mar-20,Development,Taxes,USA,"1,232"
1-Mar-20,Development,Telecomm,Belgium,119
1-Mar-20,Development,Telecomm,Germany,16
1-Mar-20,Development,Telecomm,United Kingdom,79
1-Mar-20,Development,Telecomm,USA,"1,133"
1-Mar-20,Development,Training,Belgium,-831
1-Mar-20,Development,Training,USA,514
1-Mar-20,Development,Travel,Belgium,105
1-Mar-20,Development,Travel,United Kingdom,"1,689"
1-Mar-20,Development,Travel,USA,"2,176"
1-Mar-20,Development,Vehicles,Belgium,"1,067"
1-Mar-20,Distribution,Amortization,Italy,"5,280"
1-Mar-20,Distribution,Depreciation,Belgium,17
1-Mar-20,Distribution,Depreciation,Italy,280
1-Mar-20,Distribution,Depreciation,Switzerland,448
1-Mar-20,Distribution,Depreciation,United Kingdom,27
1-Mar-20,Distribution,External Labor,France,"2,353"
1-Mar-20,Distribution,External Labor,Spain,921
1-Mar-20,Distribution,External Labor,United Kingdom,"5,035"
1-Mar-20,Distribution,External Labor,USA,"24,521"
1-Mar-20,Distribution,Hardware,Canada,57
1-Mar-20,Distribution,Hardware,Spain,329
1-Mar-20,Distribution,Hardware,USA,"2,058"
1-Mar-20,Distribution,Internal Labor,Belgium,"9,698"
1-Mar-20,Distribution,Internal Labor,Canada,"22,650"
1-Mar-20,Distribution,Internal Labor,France,"18,778"
1-Mar-20,Distribution,Internal Labor,Germany,"26,997"
1-Mar-20,Distribution,Internal Labor,Italy,"-42,690"
1-Mar-20,Distribution,Internal Labor,Spain,"5,320"
1-Mar-20,Distribution,Internal Labor,Switzerland,"-13,374"
1-Mar-20,Distribution,Internal Labor,United Kingdom,"12,558"
1-Mar-20,Distribution,Internal Labor,USA,"90,096"
1-Mar-20,Distribution,Other,Belgium,61
1-Mar-20,Distribution,Other,France,701
1-Mar-20,Distribution,Other,Germany,62
1-Mar-20,Distribution,Other,Italy,-91
1-Mar-20,Distribution,Other,Switzerland,14
1-Mar-20,Distribution,Other,USA,114
1-Mar-20,Distribution,Outbound Allocations,United Kingdom,717
1-Mar-20,Distribution,Severance,Italy,"49,232"
1-Mar-20,Distribution,Supplies,USA,27
1-Mar-20,Distribution,Telecomm,Belgium,83
1-Mar-20,Distribution,Telecomm,Canada,-35
1-Mar-20,Distribution,Telecomm,Italy,247
1-Mar-20,Distribution,Telecomm,Spain,30
1-Mar-20,Distribution,Telecomm,Switzerland,"-2,944"
1-Mar-20,Distribution,Telecomm,United Kingdom,"-120,217"
1-Mar-20,Distribution,Telecomm,USA,374
1-Mar-20,Distribution,Training,Belgium,"2,678"
1-Mar-20,Distribution,Training,Switzerland,"2,104"
1-Mar-20,Distribution,Travel,Belgium,785
1-Mar-20,Distribution,Travel,Canada,4
1-Mar-20,Distribution,Travel,Germany,730
1-Mar-20,Distribution,Travel,Italy,343
1-Mar-20,Distribution,Travel,Spain,108
1-Mar-20,Distribution,Travel,Switzerland,325
1-Mar-20,Distribution,Travel,USA,"1,014"
1-Mar-20,Distribution,Vehicles,Belgium,322
1-Mar-20,Distribution,Vehicles,United Kingdom,504
1-Mar-20,Document Management,Depreciation,USA,261
1-Mar-20,Document Management,Employee Performance,USA,343
1-Mar-20,Document Management,External Labor,USA,"160,697"
1-Mar-20,Document Management,Hardware,USA,"3,171"
1-Mar-20,Document Management,Internal Labor,USA,"175,517"
1-Mar-20,Document Management,Other,USA,470
1-Mar-20,Document Management,Software,USA,85
1-Mar-20,Document Management,Software Maintenance,USA,"67,530"
1-Mar-20,Document Management,Supplies,USA,686
1-Mar-20,Document Management,Taxes,USA,154
1-Mar-20,Document Management,Telecomm,USA,973
1-Mar-20,Document Management,Training,USA,"2,630"
1-Mar-20,Document Management,Travel,USA,49
1-Mar-20,EIM,Amortization,Italy,163
1-Mar-20,EIM,CAPEX,USA,30
1-Mar-20,EIM,Depreciation,Italy,"1,612"
1-Mar-20,EIM,Employee Performance,USA,145
1-Mar-20,EIM,External Labor,USA,"63,481"
1-Mar-20,EIM,Hardware,USA,"3,090"
1-Mar-20,EIM,Hardware Maintenance,Italy,"6,236"
1-Mar-20,EIM,Internal Labor,Belgium,409
1-Mar-20,EIM,Internal Labor,Italy,"1,899"
1-Mar-20,EIM,Internal Labor,USA,"124,228"
1-Mar-20,EIM,Other,Belgium,-30
1-Mar-20,EIM,Other,Italy,"-20,945"
1-Mar-20,EIM,Other,USA,23
1-Mar-20,EIM,Severance,Italy,71
1-Mar-20,EIM,Software,USA,"12,505"
1-Mar-20,EIM,Software Maintenance,USA,"33,580"
1-Mar-20,EIM,Supplies,USA,288
1-Mar-20,EIM,Telecomm,Belgium,-79
1-Mar-20,EIM,Telecomm,Italy,96
1-Mar-20,EIM,Telecomm,USA,438
1-Mar-20,EIM,Training,Belgium,831
1-Mar-20,EIM,Training,USA,"1,374"
1-Mar-20,EIM,Travel,Belgium,-88
1-Mar-20,EIM,Travel,USA,153
1-Mar-20,EIM,Vehicles,Belgium,-735
1-Mar-20,Emerging,Depreciation,Brazil,"3,062"
1-Mar-20,Emerging,Depreciation,Mexico,454
1-Mar-20,Emerging,Depreciation,USA,63
1-Mar-20,Emerging,External Labor,Brazil,"1,112"
1-Mar-20,Emerging,External Labor,Mexico,"15,485"
1-Mar-20,Emerging,Hardware,USA,34
1-Mar-20,Emerging,Hardware Maintenance,Brazil,"1,840"
1-Mar-20,Emerging,Internal Labor,Brazil,"6,663"
1-Mar-20,Emerging,Internal Labor,Mexico,"15,432"
1-Mar-20,Emerging,Internal Labor,USA,"10,232"
1-Mar-20,Emerging,Moving,Brazil,296
1-Mar-20,Emerging,Other,Brazil,"1,298"
1-Mar-20,Emerging,Other,Mexico,249
1-Mar-20,Emerging,Other,Switzerland,"31,681"
1-Mar-20,Emerging,Recognition,Mexico,74
1-Mar-20,Emerging,Severance,Brazil,387
1-Mar-20,Emerging,Severance,Mexico,"1,858"
1-Mar-20,Emerging,Software Maintenance,Brazil,"1,315"
1-Mar-20,Emerging,Supplies,Brazil,2
1-Mar-20,Emerging,Supplies,Mexico,36
1-Mar-20,Emerging,Taxes,Mexico,31
1-Mar-20,Emerging,Telecomm,Brazil,"2,473"
1-Mar-20,Emerging,Telecomm,Switzerland,1
1-Mar-20,Emerging,Telecomm,USA,395
1-Mar-20,Emerging,Training,Brazil,67
1-Mar-20,Emerging,Training,Mexico,496
1-Mar-20,Emerging,Travel,Brazil,31
1-Mar-20,Emerging,Travel,Mexico,276
1-Mar-20,Emerging,Travel,USA,"8,680"
1-Mar-20,Emerging,Vehicles,Mexico,68
1-Mar-20,Enterprise Capabilities,Depreciation,United Kingdom,20
1-Mar-20,Enterprise Capabilities,Internal Labor,Spain,"6,241"
1-Mar-20,Enterprise Capabilities,Internal Labor,United Kingdom,"6,431"
1-Mar-20,Enterprise Capabilities,Other,United Kingdom,10
1-Mar-20,Enterprise Capabilities,Telecomm,United Kingdom,51
1-Mar-20,Enterprise Capabilities,Travel,Spain,108
1-Mar-20,Enterprise Capabilities,Travel,United Kingdom,"1,689"
1-Mar-20,Enterprise Capabilities,Vehicles,United Kingdom,-1
1-Mar-20,GRC,Depreciation,Spain,144
1-Mar-20,GRC,Depreciation,United Kingdom,165
1-Mar-20,GRC,External Labor,Germany,"37,456"
1-Mar-20,GRC,External Labor,United Kingdom,"2,752"
1-Mar-20,GRC,External Labor,USA,"150,067"
1-Mar-20,GRC,Hardware Maintenance,Italy,"14,412"
1-Mar-20,GRC,Internal Labor,France,"9,421"
1-Mar-20,GRC,Internal Labor,Germany,"66,660"
1-Mar-20,GRC,Internal Labor,Italy,"8,730"
1-Mar-20,GRC,Internal Labor,New Zealand,"18,440"
1-Mar-20,GRC,Internal Labor,United Kingdom,"42,236"
1-Mar-20,GRC,Internal Labor,USA,"21,773"
1-Mar-20,GRC,Other,Germany,12
1-Mar-20,GRC,Other,Italy,-61
1-Mar-20,GRC,Other,United Kingdom,523
1-Mar-20,GRC,Other,USA,49
1-Mar-20,GRC,Outbound Allocations,United Kingdom,717
1-Mar-20,GRC,Severance,Italy,475
1-Mar-20,GRC,Severance,New Zealand,452
1-Mar-20,GRC,Supplies,Germany,7
1-Mar-20,GRC,Supplies,United Kingdom,12
1-Mar-20,GRC,Taxes,USA,104
1-Mar-20,GRC,Telecomm,Italy,165
1-Mar-20,GRC,Telecomm,United Kingdom,93
1-Mar-20,GRC,Telecomm,USA,33
1-Mar-20,GRC,Training,Germany,123
1-Mar-20,GRC,Training,United Kingdom,29
1-Mar-20,GRC,Travel,Germany,"4,640"
1-Mar-20,GRC,Travel,Italy,276
1-Mar-20,GRC,Travel,New Zealand,-69
1-Mar-20,GRC,Travel,United Kingdom,"4,503"
1-Mar-20,GRC,Travel,USA,286
1-Mar-20,GRC,Vehicles,United Kingdom,107
1-Mar-20,Help Desk,External Labor,Ireland,"33,457"
1-Mar-20,Help Desk,External Labor,United Kingdom,"18,927"
1-Mar-20,Help Desk,External Labor,USA,"280,375"
1-Mar-20,Help Desk,Hardware,USA,"1,843"
1-Mar-20,Help Desk,Hardware Maintenance,USA,580
1-Mar-20,Help Desk,Internal Labor,USA,"11,090"
1-Mar-20,Help Desk,Other,USA,38
1-Mar-20,Help Desk,Software,USA,83
1-Mar-20,Help Desk,Software Maintenance,United Kingdom,"27,522"
1-Mar-20,Help Desk,Software Maintenance,USA,"4,811"
1-Mar-20,Help Desk,Taxes,USA,230
1-Mar-20,Help Desk,Telecomm,USA,"6,098"
1-Mar-20,Help Desk,Training,USA,795
1-Mar-20,Hosting,Amortization,USA,"3,507"
1-Mar-20,Hosting,Depreciation,USA,"45,812"
1-Mar-20,Hosting,Employee Performance,USA,56
1-Mar-20,Hosting,External Labor,United Kingdom,243
1-Mar-20,Hosting,External Labor,USA,"303,857"
1-Mar-20,Hosting,Hardware,USA,464
1-Mar-20,Hosting,Internal Labor,United Kingdom,"7,894"
1-Mar-20,Hosting,Internal Labor,USA,"94,302"
1-Mar-20,Hosting,Other,USA,33
1-Mar-20,Hosting,Software,USA,"9,784"
1-Mar-20,Hosting,Software Maintenance,USA,"331,934"
1-Mar-20,Hosting,Supplies,USA,131
1-Mar-20,Hosting,Taxes,USA,"3,253"
1-Mar-20,Hosting,Telecomm,USA,758
1-Mar-20,Hosting,Training,USA,264
1-Mar-20,Hosting,Travel,United Kingdom,381
1-Mar-20,Hosting,Travel,USA,140
1-Mar-20,Hosting,Vehicles,United Kingdom,-935
1-Mar-20,Innovation,Depreciation,Austria,2
1-Mar-20,Innovation,Employee Performance,USA,38
1-Mar-20,Innovation,Internal Labor,USA,"21,437"
1-Mar-20,Innovation,Other,USA,5
1-Mar-20,Innovation,Supplies,USA,9
1-Mar-20,Innovation,Telecomm,USA,554
1-Mar-20,Innovation,Travel,USA,1
1-Mar-20,Licensing,Internal Labor,USA,178
1-Mar-20,Manufacturing,Amortization,Brazil,8
1-Mar-20,Manufacturing,Amortization,France,"9,987"
1-Mar-20,Manufacturing,Amortization,Germany,"1,147"
1-Mar-20,Manufacturing,Amortization,Ireland,"1,820"
1-Mar-20,Manufacturing,Amortization,Italy,"22,590"
1-Mar-20,Manufacturing,Amortization,Puerto Rico,"34,157"
1-Mar-20,Manufacturing,Amortization,Spain,199
1-Mar-20,Manufacturing,Amortization,USA,"1,051,300"
1-Mar-20,Manufacturing,Depreciation,Brazil,"1,819"
1-Mar-20,Manufacturing,Depreciation,France,"18,812"
1-Mar-20,Manufacturing,Depreciation,Germany,260
1-Mar-20,Manufacturing,Depreciation,Ireland,"5,797"
1-Mar-20,Manufacturing,Depreciation,Italy,"14,814"
1-Mar-20,Manufacturing,Depreciation,Puerto Rico,"53,528"
1-Mar-20,Manufacturing,Depreciation,Spain,"1,236"
1-Mar-20,Manufacturing,Depreciation,United Kingdom,"1,067"
1-Mar-20,Manufacturing,Depreciation,USA,"27,735"
1-Mar-20,Manufacturing,Employee Performance,USA,"1,343"
1-Mar-20,Manufacturing,External Labor,Brazil,"3,576"
1-Mar-20,Manufacturing,External Labor,France,"59,118"
1-Mar-20,Manufacturing,External Labor,Germany,"-3,697"
1-Mar-20,Manufacturing,External Labor,Ireland,"9,081"
1-Mar-20,Manufacturing,External Labor,Italy,"27,646"
1-Mar-20,Manufacturing,External Labor,Mexico,"24,733"
1-Mar-20,Manufacturing,External Labor,Puerto Rico,"51,524"
1-Mar-20,Manufacturing,External Labor,Spain,495
1-Mar-20,Manufacturing,External Labor,United Kingdom,"1,816"
1-Mar-20,Manufacturing,External Labor,USA,"257,425"
1-Mar-20,Manufacturing,Hardware,France,"87,962"
1-Mar-20,Manufacturing,Hardware,Puerto Rico,"-32,603"
1-Mar-20,Manufacturing,Hardware,USA,"29,759"
1-Mar-20,Manufacturing,Hardware Maintenance,Brazil,233
1-Mar-20,Manufacturing,Hardware Maintenance,France,"3,603"
1-Mar-20,Manufacturing,Hardware Maintenance,Ireland,278
1-Mar-20,Manufacturing,Hardware Maintenance,Italy,"1,856"
1-Mar-20,Manufacturing,Hardware Maintenance,Puerto Rico,"7,147"
1-Mar-20,Manufacturing,Hardware Maintenance,Spain,575
1-Mar-20,Manufacturing,Hardware Maintenance,USA,"1,145"
1-Mar-20,Manufacturing,Internal Labor,Brazil,"3,366"
1-Mar-20,Manufacturing,Internal Labor,France,"148,050"
1-Mar-20,Manufacturing,Internal Labor,Germany,"29,565"
1-Mar-20,Manufacturing,Internal Labor,Ireland,"21,862"
1-Mar-20,Manufacturing,Internal Labor,Italy,"3,530"
1-Mar-20,Manufacturing,Internal Labor,Puerto Rico,"96,769"
1-Mar-20,Manufacturing,Internal Labor,Spain,"25,003"
1-Mar-20,Manufacturing,Internal Labor,United Kingdom,"9,468"
1-Mar-20,Manufacturing,Internal Labor,USA,"764,637"
1-Mar-20,Manufacturing,Moving,USA,815
1-Mar-20,Manufacturing,Other,Brazil,29
1-Mar-20,Manufacturing,Other,France,"-12,145"
1-Mar-20,Manufacturing,Other,Germany,35
1-Mar-20,Manufacturing,Other,Ireland,"-3,958"
1-Mar-20,Manufacturing,Other,Italy,"-16,731"
1-Mar-20,Manufacturing,Other,Puerto Rico,"-18,339"
1-Mar-20,Manufacturing,Other,Spain,20
1-Mar-20,Manufacturing,Other,USA,"24,784"
1-Mar-20,Manufacturing,Project Expenses,Puerto Rico,"2,561"
1-Mar-20,Manufacturing,Project Expenses,USA,"12,881"
1-Mar-20,Manufacturing,Recognition,USA,281
1-Mar-20,Manufacturing,Severance,Brazil,196
1-Mar-20,Manufacturing,Severance,France,-41
1-Mar-20,Manufacturing,Severance,Italy,472
1-Mar-20,Manufacturing,Software,France,331
1-Mar-20,Manufacturing,Software,USA,"33,950"
1-Mar-20,Manufacturing,Software Maintenance,France,"49,438"
1-Mar-20,Manufacturing,Software Maintenance,USA,"200,914"
1-Mar-20,Manufacturing,Supplies,Brazil,8
1-Mar-20,Manufacturing,Supplies,Puerto Rico,986
1-Mar-20,Manufacturing,Supplies,USA,"1,104"
1-Mar-20,Manufacturing,Taxes,USA,"2,226"
1-Mar-20,Manufacturing,Telecomm,Brazil,111
1-Mar-20,Manufacturing,Telecomm,France,"5,865"
1-Mar-20,Manufacturing,Telecomm,Ireland,"3,717"
1-Mar-20,Manufacturing,Telecomm,Italy,856
1-Mar-20,Manufacturing,Telecomm,Puerto Rico,"17,438"
1-Mar-20,Manufacturing,Telecomm,United Kingdom,290
1-Mar-20,Manufacturing,Telecomm,USA,"7,303"
1-Mar-20,Manufacturing,Training,Germany,"-2,336"
1-Mar-20,Manufacturing,Training,Puerto Rico,"1,246"
1-Mar-20,Manufacturing,Training,Spain,10
1-Mar-20,Manufacturing,Training,USA,"7,536"
1-Mar-20,Manufacturing,Travel,Brazil,-30
1-Mar-20,Manufacturing,Travel,France,"3,102"
1-Mar-20,Manufacturing,Travel,Germany,197
1-Mar-20,Manufacturing,Travel,Ireland,86
1-Mar-20,Manufacturing,Travel,Italy,"1,726"
1-Mar-20,Manufacturing,Travel,Puerto Rico,970
1-Mar-20,Manufacturing,Travel,Spain,121
1-Mar-20,Manufacturing,Travel,United Kingdom,"2,613"
1-Mar-20,Manufacturing,Travel,USA,"18,342"
1-Mar-20,Manufacturing,Vehicles,France,227
1-Mar-20,Manufacturing,Vehicles,Italy,84
1-Mar-20,Manufacturing,Vehicles,Spain,-9
1-Mar-20,Mobility,Depreciation,United Kingdom,"13,242"
1-Mar-20,Mobility,Depreciation,USA,"2,133"
1-Mar-20,Mobility,External Labor,United Kingdom,"2,495"
1-Mar-20,Mobility,External Labor,USA,"45,190"
1-Mar-20,Mobility,Internal Labor,United Kingdom,"8,701"
1-Mar-20,Mobility,Internal Labor,USA,410
1-Mar-20,Mobility,Other,United Kingdom,"13,085"
1-Mar-20,Mobility,Outbound Allocations,United Kingdom,"1,434"
1-Mar-20,Mobility,Software,USA,"2,811"
1-Mar-20,Mobility,Software Maintenance,USA,"20,999"
1-Mar-20,Mobility,Taxes,USA,840
1-Mar-20,Mobility,Telecomm,United Kingdom,384
1-Mar-20,Mobility,Telecomm,USA,91
1-Mar-20,Mobility,Travel,United Kingdom,"2,022"
1-Mar-20,Mobility,Vehicles,United Kingdom,-117
1-Mar-20,Networking,Depreciation,Canada,331
1-Mar-20,Networking,Depreciation,Mexico,5
1-Mar-20,Networking,Depreciation,Switzerland,556
1-Mar-20,Networking,Depreciation,United Kingdom,"4,797"
1-Mar-20,Networking,Depreciation,USA,"38,583"
1-Mar-20,Networking,External Labor,Ireland,"50,856"
1-Mar-20,Networking,External Labor,Mexico,"36,660"
1-Mar-20,Networking,External Labor,United Kingdom,903
1-Mar-20,Networking,External Labor,USA,"-55,394"
1-Mar-20,Networking,Hardware,Switzerland,"2,013"
1-Mar-20,Networking,Hardware,United Kingdom,"306,174"
1-Mar-20,Networking,Hardware,USA,"211,694"
1-Mar-20,Networking,Hardware Maintenance,Mexico,"2,043"
1-Mar-20,Networking,Hardware Maintenance,United Kingdom,"14,880"
