Date,IT Department,Cost Element,Country,Actual
07/01/2020,Core Infrastructure,Amortization,Mexico,"1,366"
07/01/2020,Core Infrastructure,Depreciation,Brazil,"13,054"
07/01/2020,Core Infrastructure,Depreciation,Canada,"4,935"
07/01/2020,Core Infrastructure,Depreciation,Mexico,"3,686"
07/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,511"
07/01/2020,Core Infrastructure,Depreciation,USA,378
07/01/2020,Core Infrastructure,Employee Performance,USA,49
07/01/2020,Core Infrastructure,External Labor,Brazil,"24,280"
07/01/2020,Core Infrastructure,External Labor,Canada,"19,948"
07/01/2020,Core Infrastructure,External Labor,Mexico,"27,235"
07/01/2020,Core Infrastructure,External Labor,New Zealand,"3,258"
07/01/2020,Core Infrastructure,External Labor,USA,"240,083"
07/01/2020,Core Infrastructure,Hardware,Brazil,"1,263"
07/01/2020,Core Infrastructure,Hardware,Canada,694
07/01/2020,Core Infrastructure,Hardware,Mexico,"18,443"
07/01/2020,Core Infrastructure,Hardware,New Zealand,"28,941"
07/01/2020,Core Infrastructure,Hardware,USA,360
07/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,434"
07/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,460"
07/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"1,285"
07/01/2020,Core Infrastructure,Inbound Allocations,New Zealand,"9,167"
07/01/2020,Core Infrastructure,Internal Labor,Brazil,"11,303"
07/01/2020,Core Infrastructure,Internal Labor,Canada,"2,013"
07/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,900"
07/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,694"
07/01/2020,Core Infrastructure,Internal Labor,Switzerland,"3,054"
07/01/2020,Core Infrastructure,Internal Labor,USA,"40,438"
07/01/2020,Core Infrastructure,Moving,USA,"8,783"
07/01/2020,Core Infrastructure,Other,Brazil,"11,836"
07/01/2020,Core Infrastructure,Other,Canada,2
07/01/2020,Core Infrastructure,Other,Mexico,"7,259"
07/01/2020,Core Infrastructure,Other,New Zealand,229
07/01/2020,Core Infrastructure,Other,USA,872
07/01/2020,Core Infrastructure,Severance,Brazil,704
07/01/2020,Core Infrastructure,Severance,New Zealand,556
07/01/2020,Core Infrastructure,Supplies,Brazil,26
07/01/2020,Core Infrastructure,Supplies,Canada,"2,494"
07/01/2020,Core Infrastructure,Supplies,Mexico,26
07/01/2020,Core Infrastructure,Supplies,New Zealand,829
07/01/2020,Core Infrastructure,Supplies,USA,111
07/01/2020,Core Infrastructure,Taxes,USA,9
07/01/2020,Core Infrastructure,Telecomm,Brazil,396
07/01/2020,Core Infrastructure,Telecomm,Canada,"1,754"
07/01/2020,Core Infrastructure,Telecomm,Mexico,"1,832"
07/01/2020,Core Infrastructure,Telecomm,New Zealand,"6,306"
07/01/2020,Core Infrastructure,Telecomm,Switzerland,35
07/01/2020,Core Infrastructure,Telecomm,USA,406
07/01/2020,Core Infrastructure,Training,Brazil,71
07/01/2020,Core Infrastructure,Travel,Brazil,623
07/01/2020,Core Infrastructure,Travel,New Zealand,"8,982"
07/01/2020,Core Infrastructure,Travel,Switzerland,"1,125"
07/01/2020,Core Infrastructure,Vehicles,Mexico,138
07/01/2020,Core Infrastructure,Vehicles,New Zealand,56
07/01/2020,Data Centers,Amortization,USA,"1,070"
07/01/2020,Data Centers,Depreciation,Ireland,644
07/01/2020,Data Centers,Depreciation,United Kingdom,"18,795"
07/01/2020,Data Centers,Depreciation,USA,"238,851"
07/01/2020,Data Centers,Employee Performance,USA,688
07/01/2020,Data Centers,External Labor,Germany,"6,867"
07/01/2020,Data Centers,External Labor,United Kingdom,"93,356"
07/01/2020,Data Centers,External Labor,USA,"226,975"
07/01/2020,Data Centers,Hardware,United Kingdom,"27,315"
07/01/2020,Data Centers,Hardware,USA,"15,645"
07/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"12,045"
07/01/2020,Data Centers,Hardware Maintenance,USA,"135,420"
07/01/2020,Data Centers,Internal Labor,Austria,"4,230"
07/01/2020,Data Centers,Internal Labor,Germany,"11,807"
07/01/2020,Data Centers,Internal Labor,Netherlands,"3,750"
07/01/2020,Data Centers,Internal Labor,Spain,"3,480"
07/01/2020,Data Centers,Internal Labor,United Kingdom,"10,389"
07/01/2020,Data Centers,Internal Labor,USA,"120,364"
07/01/2020,Data Centers,Other,Austria,28
07/01/2020,Data Centers,Other,Netherlands,6
07/01/2020,Data Centers,Other,Spain,81
07/01/2020,Data Centers,Other,United Kingdom,266
07/01/2020,Data Centers,Other,USA,84
07/01/2020,Data Centers,Project Expenses,United Kingdom,"5,116"
07/01/2020,Data Centers,Recognition,Austria,44
07/01/2020,Data Centers,Severance,Austria,38
07/01/2020,Data Centers,Software,USA,"17,093"
07/01/2020,Data Centers,Software Maintenance,USA,"106,014"
07/01/2020,Data Centers,Supplies,USA,85
07/01/2020,Data Centers,Taxes,USA,"17,338"
07/01/2020,Data Centers,Telecomm,Austria,12
07/01/2020,Data Centers,Telecomm,United Kingdom,36
07/01/2020,Data Centers,Telecomm,USA,"1,056"
07/01/2020,Data Centers,Training,United Kingdom,584
07/01/2020,Data Centers,Travel,Austria,617
07/01/2020,Data Centers,Travel,Germany,290
07/01/2020,Data Centers,Travel,Netherlands,84
07/01/2020,Data Centers,Travel,Spain,270
07/01/2020,Data Centers,Travel,United Kingdom,"1,361"
07/01/2020,Data Centers,Travel,USA,440
07/01/2020,Data Centers,Vehicles,Netherlands,425
07/01/2020,Data Centers,Vehicles,United Kingdom,1
07/01/2020,Data Management,Depreciation,Germany,"4,590"
07/01/2020,Data Management,Internal Labor,Germany,"2,910"
07/01/2020,Data Management,Internal Labor,Spain,"3,133"
07/01/2020,Data Management,Other,Spain,157
07/01/2020,Data Management,Telecomm,Germany,"-1,604"
07/01/2020,Data Management,Travel,Germany,264
07/01/2020,Data Management,Travel,Spain,705
07/01/2020,Development,Employee Performance,USA,187
07/01/2020,Development,External Labor,USA,"38,423"
07/01/2020,Development,Inbound Allocations,United Kingdom,-24
07/01/2020,Development,Internal Labor,Belgium,"5,371"
07/01/2020,Development,Internal Labor,Germany,"1,415"
07/01/2020,Development,Internal Labor,Spain,"3,950"
07/01/2020,Development,Internal Labor,United Kingdom,"7,073"
07/01/2020,Development,Internal Labor,USA,"145,811"
07/01/2020,Development,Other,Belgium,30
07/01/2020,Development,Other,Spain,64
07/01/2020,Development,Other,United Kingdom,"2,530"
07/01/2020,Development,Other,USA,973
07/01/2020,Development,Outbound Allocations,United Kingdom,"1,374"
07/01/2020,Development,Outbound Allocations,USA,-702
07/01/2020,Development,Software,USA,"89,771"
07/01/2020,Development,Software Maintenance,USA,"1,178"
07/01/2020,Development,Supplies,USA,15
07/01/2020,Development,Taxes,USA,"1,165"
07/01/2020,Development,Telecomm,Belgium,385
07/01/2020,Development,Telecomm,United Kingdom,30
07/01/2020,Development,Telecomm,USA,857
07/01/2020,Development,Training,Belgium,517
07/01/2020,Development,Training,United Kingdom,615
07/01/2020,Development,Training,USA,315
07/01/2020,Development,Travel,Belgium,"1,991"
07/01/2020,Development,Travel,Spain,"1,404"
07/01/2020,Development,Travel,United Kingdom,651
07/01/2020,Development,Travel,USA,"3,890"
07/01/2020,Development,Vehicles,Belgium,458
07/01/2020,Development,Vehicles,United Kingdom,1
07/01/2020,Distribution,Amortization,Italy,"5,535"
07/01/2020,Distribution,Depreciation,Belgium,17
07/01/2020,Distribution,Depreciation,Italy,293
07/01/2020,Distribution,Depreciation,Switzerland,448
07/01/2020,Distribution,Depreciation,United Kingdom,27
07/01/2020,Distribution,Employee Performance,USA,15
07/01/2020,Distribution,External Labor,Belgium,"20,503"
07/01/2020,Distribution,External Labor,France,"1,211"
07/01/2020,Distribution,External Labor,United Kingdom,"3,777"
07/01/2020,Distribution,External Labor,USA,"107,552"
07/01/2020,Distribution,Hardware,Canada,57
07/01/2020,Distribution,Internal Labor,Belgium,"2,577"
07/01/2020,Distribution,Internal Labor,Canada,"6,378"
07/01/2020,Distribution,Internal Labor,France,"17,041"
07/01/2020,Distribution,Internal Labor,Germany,"26,351"
07/01/2020,Distribution,Internal Labor,Italy,"11,070"
07/01/2020,Distribution,Internal Labor,Spain,"5,679"
07/01/2020,Distribution,Internal Labor,Switzerland,"6,853"
07/01/2020,Distribution,Internal Labor,United Kingdom,"7,974"
07/01/2020,Distribution,Internal Labor,USA,"82,201"
07/01/2020,Distribution,Other,Belgium,105
07/01/2020,Distribution,Other,Canada,2
07/01/2020,Distribution,Other,France,64
07/01/2020,Distribution,Other,Germany,120
07/01/2020,Distribution,Other,Italy,22
07/01/2020,Distribution,Other,Switzerland,"3,173"
07/01/2020,Distribution,Other,USA,123
07/01/2020,Distribution,Outbound Allocations,United Kingdom,714
07/01/2020,Distribution,Severance,Italy,550
07/01/2020,Distribution,Software,USA,54
07/01/2020,Distribution,Software Maintenance,USA,-494
07/01/2020,Distribution,Telecomm,Belgium,61
07/01/2020,Distribution,Telecomm,Canada,97
07/01/2020,Distribution,Telecomm,Italy,222
07/01/2020,Distribution,Telecomm,Switzerland,213
07/01/2020,Distribution,Telecomm,United Kingdom,8
07/01/2020,Distribution,Telecomm,USA,285
07/01/2020,Distribution,Training,Germany,535
07/01/2020,Distribution,Training,Italy,778
07/01/2020,Distribution,Training,Spain,255
07/01/2020,Distribution,Travel,Belgium,"1,791"
07/01/2020,Distribution,Travel,Canada,"1,173"
07/01/2020,Distribution,Travel,France,188
07/01/2020,Distribution,Travel,Germany,"1,431"
07/01/2020,Distribution,Travel,Italy,664
07/01/2020,Distribution,Travel,Spain,174
07/01/2020,Distribution,Travel,Switzerland,469
07/01/2020,Distribution,Travel,United Kingdom,22
07/01/2020,Distribution,Travel,USA,300
07/01/2020,Distribution,Vehicles,Belgium,370
07/01/2020,Distribution,Vehicles,United Kingdom,-470
07/01/2020,Document Management,Depreciation,USA,261
07/01/2020,Document Management,Employee Performance,USA,15
07/01/2020,Document Management,External Labor,USA,"133,182"
07/01/2020,Document Management,Hardware,USA,33
07/01/2020,Document Management,Internal Labor,USA,"121,561"
07/01/2020,Document Management,Other,USA,267
07/01/2020,Document Management,Software,USA,"1,375"
07/01/2020,Document Management,Software Maintenance,USA,"63,540"
07/01/2020,Document Management,Supplies,USA,88
07/01/2020,Document Management,Taxes,USA,154
07/01/2020,Document Management,Telecomm,USA,611
07/01/2020,Document Management,Training,USA,981
07/01/2020,Document Management,Travel,USA,"7,694"
07/01/2020,EIM,Amortization,Italy,170
07/01/2020,EIM,Depreciation,Italy,"1,689"
07/01/2020,EIM,Employee Performance,USA,4
07/01/2020,EIM,External Labor,USA,"76,990"
07/01/2020,EIM,Hardware,USA,647
07/01/2020,EIM,Hardware Maintenance,Italy,"3,268"
07/01/2020,EIM,Inbound Allocations,Belgium,"3,193"
07/01/2020,EIM,Internal Labor,Belgium,"-4,190"
07/01/2020,EIM,Internal Labor,Italy,"4,265"
07/01/2020,EIM,Internal Labor,USA,"106,502"
07/01/2020,EIM,Legal,USA,825
07/01/2020,EIM,Other,USA,228
07/01/2020,EIM,Severance,Italy,196
07/01/2020,EIM,Software,USA,"7,364"
07/01/2020,EIM,Software Maintenance,USA,"20,158"
07/01/2020,EIM,Supplies,USA,99
07/01/2020,EIM,Telecomm,USA,438
07/01/2020,EIM,Training,Italy,"7,290"
07/01/2020,EIM,Training,USA,276
07/01/2020,EIM,Travel,Italy,76
07/01/2020,EIM,Travel,USA,"3,429"
07/01/2020,Emerging,Depreciation,Brazil,"2,230"
07/01/2020,Emerging,Depreciation,Mexico,467
07/01/2020,Emerging,Depreciation,USA,63
07/01/2020,Emerging,External Labor,Brazil,"3,084"
07/01/2020,Emerging,External Labor,Mexico,"6,799"
07/01/2020,Emerging,External Labor,USA,"2,912"
07/01/2020,Emerging,Hardware Maintenance,Brazil,859
07/01/2020,Emerging,Hardware Maintenance,Mexico,3
07/01/2020,Emerging,Internal Labor,Brazil,"5,808"
07/01/2020,Emerging,Internal Labor,Mexico,"18,335"
07/01/2020,Emerging,Internal Labor,USA,"4,186"
07/01/2020,Emerging,Moving,Brazil,331
07/01/2020,Emerging,Other,Brazil,"1,794"
07/01/2020,Emerging,Other,Mexico,"1,131"
07/01/2020,Emerging,Recognition,Mexico,38
07/01/2020,Emerging,Severance,Brazil,318
07/01/2020,Emerging,Severance,Mexico,"1,911"
07/01/2020,Emerging,Software Maintenance,Brazil,"1,070"
07/01/2020,Emerging,Supplies,Brazil,167
07/01/2020,Emerging,Taxes,Mexico,43
07/01/2020,Emerging,Telecomm,Brazil,"1,041"
07/01/2020,Emerging,Telecomm,Mexico,126
07/01/2020,Emerging,Telecomm,Switzerland,2
07/01/2020,Emerging,Telecomm,USA,508
07/01/2020,Emerging,Training,Brazil,130
07/01/2020,Emerging,Travel,Mexico,"1,335"
07/01/2020,Emerging,Travel,USA,"1,943"
07/01/2020,Emerging,Vehicles,Mexico,73
07/01/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
07/01/2020,Enterprise Capabilities,Internal Labor,Spain,"7,040"
07/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,673"
07/01/2020,Enterprise Capabilities,Telecomm,United Kingdom,14
07/01/2020,Enterprise Capabilities,Training,United Kingdom,148
07/01/2020,Enterprise Capabilities,Travel,Spain,323
07/01/2020,Enterprise Capabilities,Travel,United Kingdom,"1,532"
07/01/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
07/01/2020,GRC,Depreciation,United Kingdom,164
07/01/2020,GRC,Employee Performance,USA,30
07/01/2020,GRC,External Labor,Germany,"20,145"
07/01/2020,GRC,External Labor,United Kingdom,"2,558"
07/01/2020,GRC,External Labor,USA,46
07/01/2020,GRC,Hardware Maintenance,Italy,"7,554"
07/01/2020,GRC,Inbound Allocations,New Zealand,-63
07/01/2020,GRC,Internal Labor,France,"7,348"
07/01/2020,GRC,Internal Labor,Germany,"49,028"
07/01/2020,GRC,Internal Labor,Italy,"12,880"
07/01/2020,GRC,Internal Labor,New Zealand,"15,060"
07/01/2020,GRC,Internal Labor,United Kingdom,"38,527"
07/01/2020,GRC,Internal Labor,USA,"20,270"
07/01/2020,GRC,Other,France,46
07/01/2020,GRC,Other,Germany,127
07/01/2020,GRC,Other,Italy,4
07/01/2020,GRC,Other,New Zealand,59
07/01/2020,GRC,Other,United Kingdom,236
07/01/2020,GRC,Outbound Allocations,United Kingdom,714
07/01/2020,GRC,Severance,Italy,680
07/01/2020,GRC,Severance,New Zealand,223
07/01/2020,GRC,Supplies,New Zealand,2
07/01/2020,GRC,Supplies,USA,17
07/01/2020,GRC,Taxes,USA,104
07/01/2020,GRC,Telecomm,Italy,148
07/01/2020,GRC,Telecomm,New Zealand,63
07/01/2020,GRC,Telecomm,United Kingdom,227
07/01/2020,GRC,Telecomm,USA,235
07/01/2020,GRC,Travel,France,"1,813"
07/01/2020,GRC,Travel,Germany,"4,302"
07/01/2020,GRC,Travel,Italy,"1,707"
07/01/2020,GRC,Travel,New Zealand,-187
07/01/2020,GRC,Travel,United Kingdom,797
07/01/2020,GRC,Travel,USA,"1,937"
07/01/2020,GRC,Vehicles,Germany,"1,281"
07/01/2020,GRC,Vehicles,United Kingdom,32
07/01/2020,Help Desk,External Labor,United Kingdom,"51,748"
07/01/2020,Help Desk,External Labor,USA,"303,011"
07/01/2020,Help Desk,Hardware,USA,"1,916"
07/01/2020,Help Desk,Hardware Maintenance,USA,27
07/01/2020,Help Desk,Other,USA,17
07/01/2020,Help Desk,Software,USA,49
07/01/2020,Help Desk,Software Maintenance,United Kingdom,"110,564"
07/01/2020,Help Desk,Software Maintenance,USA,"4,841"
07/01/2020,Help Desk,Taxes,USA,230
07/01/2020,Help Desk,Telecomm,USA,514
07/01/2020,Help Desk,Travel,Spain,19
07/01/2020,Help Desk,Travel,USA,-42
07/01/2020,Hosting,Amortization,USA,"3,507"
07/01/2020,Hosting,Depreciation,USA,"44,624"
07/01/2020,Hosting,Employee Performance,USA,86
07/01/2020,Hosting,External Labor,USA,"246,713"
07/01/2020,Hosting,Hardware Maintenance,USA,7
07/01/2020,Hosting,Internal Labor,United Kingdom,"7,648"
07/01/2020,Hosting,Internal Labor,USA,"86,876"
07/01/2020,Hosting,Moving,USA,"5,446"
07/01/2020,Hosting,Other,USA,24
07/01/2020,Hosting,Software,USA,"21,776"
07/01/2020,Hosting,Software Maintenance,USA,"339,946"
07/01/2020,Hosting,Taxes,USA,"3,253"
07/01/2020,Hosting,Telecomm,United Kingdom,59
07/01/2020,Hosting,Telecomm,USA,375
07/01/2020,Hosting,Training,USA,241
07/01/2020,Hosting,Travel,United Kingdom,"1,148"
07/01/2020,Hosting,Travel,USA,153
07/01/2020,Hosting,Vehicles,United Kingdom,1
07/01/2020,Innovation,Depreciation,Austria,2
07/01/2020,Innovation,External Labor,USA,3
07/01/2020,Innovation,Hardware,USA,248
07/01/2020,Innovation,Internal Labor,Austria,"4,173"
07/01/2020,Innovation,Internal Labor,USA,"16,351"
07/01/2020,Innovation,Moving,USA,422
07/01/2020,Innovation,Other,USA,2
07/01/2020,Innovation,Severance,Austria,54
07/01/2020,Innovation,Software,USA,36
07/01/2020,Innovation,Software Maintenance,USA,30
07/01/2020,Innovation,Telecomm,Austria,367
07/01/2020,Innovation,Telecomm,USA,388
07/01/2020,Innovation,Travel,Austria,430
07/01/2020,Innovation,Travel,USA,"3,117"
07/01/2020,Manufacturing,Amortization,France,"8,522"
07/01/2020,Manufacturing,Amortization,Germany,"1,361"
07/01/2020,Manufacturing,Amortization,Ireland,"1,908"
07/01/2020,Manufacturing,Amortization,Italy,"9,259"
07/01/2020,Manufacturing,Amortization,Puerto Rico,"27,755"
07/01/2020,Manufacturing,Amortization,Spain,208
07/01/2020,Manufacturing,Amortization,USA,"1,204,456"
07/01/2020,Manufacturing,Depreciation,Brazil,"1,888"
07/01/2020,Manufacturing,Depreciation,France,"18,498"
07/01/2020,Manufacturing,Depreciation,Germany,36
07/01/2020,Manufacturing,Depreciation,Ireland,"6,736"
07/01/2020,Manufacturing,Depreciation,Italy,"14,961"
07/01/2020,Manufacturing,Depreciation,Puerto Rico,"51,977"
07/01/2020,Manufacturing,Depreciation,Spain,"2,441"
07/01/2020,Manufacturing,Depreciation,United Kingdom,"1,063"
07/01/2020,Manufacturing,Depreciation,USA,"26,511"
07/01/2020,Manufacturing,Employee Performance,USA,859
07/01/2020,Manufacturing,External Labor,Brazil,"6,006"
07/01/2020,Manufacturing,External Labor,France,"163,667"
07/01/2020,Manufacturing,External Labor,Ireland,"-11,776"
07/01/2020,Manufacturing,External Labor,Italy,"2,714"
07/01/2020,Manufacturing,External Labor,Mexico,"11,416"
07/01/2020,Manufacturing,External Labor,Puerto Rico,"35,363"
07/01/2020,Manufacturing,External Labor,Spain,"7,782"
07/01/2020,Manufacturing,External Labor,United Kingdom,"2,099"
07/01/2020,Manufacturing,External Labor,USA,"295,919"
07/01/2020,Manufacturing,Hardware,France,"59,554"
07/01/2020,Manufacturing,Hardware,Puerto Rico,359
07/01/2020,Manufacturing,Hardware,Spain,45
07/01/2020,Manufacturing,Hardware,USA,"2,522"
07/01/2020,Manufacturing,Hardware Maintenance,Brazil,721
07/01/2020,Manufacturing,Hardware Maintenance,Germany,"1,284"
07/01/2020,Manufacturing,Hardware Maintenance,Ireland,99
07/01/2020,Manufacturing,Hardware Maintenance,Italy,"6,269"
07/01/2020,Manufacturing,Hardware Maintenance,Puerto Rico,-453
07/01/2020,Manufacturing,Internal Labor,Brazil,"1,857"
07/01/2020,Manufacturing,Internal Labor,France,"135,489"
07/01/2020,Manufacturing,Internal Labor,Germany,"24,721"
07/01/2020,Manufacturing,Internal Labor,Ireland,"20,101"
07/01/2020,Manufacturing,Internal Labor,Italy,"8,199"
07/01/2020,Manufacturing,Internal Labor,Puerto Rico,"80,415"
07/01/2020,Manufacturing,Internal Labor,Spain,"25,040"
07/01/2020,Manufacturing,Internal Labor,United Kingdom,"7,872"
07/01/2020,Manufacturing,Internal Labor,USA,"674,860"
07/01/2020,Manufacturing,Other,Brazil,-22
07/01/2020,Manufacturing,Other,France,536
07/01/2020,Manufacturing,Other,Germany,53
07/01/2020,Manufacturing,Other,Italy,417
07/01/2020,Manufacturing,Other,Puerto Rico,"-4,222"
07/01/2020,Manufacturing,Other,Spain,251
07/01/2020,Manufacturing,Other,United Kingdom,"11,590"
07/01/2020,Manufacturing,Other,USA,179
07/01/2020,Manufacturing,Project Expenses,Ireland,425
07/01/2020,Manufacturing,Project Expenses,Puerto Rico,"1,521"
07/01/2020,Manufacturing,Project Expenses,USA,"13,466"
07/01/2020,Manufacturing,Recognition,USA,8
07/01/2020,Manufacturing,Severance,Brazil,-265
07/01/2020,Manufacturing,Severance,Italy,472
07/01/2020,Manufacturing,Software,USA,"63,731"
07/01/2020,Manufacturing,Software Maintenance,France,"12,598"
07/01/2020,Manufacturing,Software Maintenance,USA,"168,005"
07/01/2020,Manufacturing,Supplies,Brazil,5
07/01/2020,Manufacturing,Supplies,Germany,17
07/01/2020,Manufacturing,Supplies,Ireland,25
07/01/2020,Manufacturing,Supplies,Puerto Rico,"1,314"
07/01/2020,Manufacturing,Supplies,USA,546
07/01/2020,Manufacturing,Taxes,USA,"2,226"
07/01/2020,Manufacturing,Telecomm,Brazil,126
07/01/2020,Manufacturing,Telecomm,France,"12,241"
07/01/2020,Manufacturing,Telecomm,Ireland,"7,171"
07/01/2020,Manufacturing,Telecomm,Italy,-500
07/01/2020,Manufacturing,Telecomm,Puerto Rico,"4,790"
07/01/2020,Manufacturing,Telecomm,Spain,6
07/01/2020,Manufacturing,Telecomm,United Kingdom,97
07/01/2020,Manufacturing,Telecomm,USA,"11,290"
07/01/2020,Manufacturing,Training,France,382
07/01/2020,Manufacturing,Training,Puerto Rico,225
07/01/2020,Manufacturing,Training,USA,466
07/01/2020,Manufacturing,Travel,France,"5,803"
07/01/2020,Manufacturing,Travel,Ireland,284
07/01/2020,Manufacturing,Travel,Italy,292
07/01/2020,Manufacturing,Travel,Puerto Rico,955
07/01/2020,Manufacturing,Travel,Spain,748
07/01/2020,Manufacturing,Travel,United Kingdom,"2,438"
07/01/2020,Manufacturing,Travel,USA,"6,245"
07/01/2020,Manufacturing,Vehicles,France,238
07/01/2020,Manufacturing,Vehicles,Italy,106
07/01/2020,Manufacturing,Vehicles,Spain,-10
07/01/2020,Manufacturing,Vehicles,United Kingdom,2
07/01/2020,Mobility,Depreciation,United Kingdom,"13,188"
07/01/2020,Mobility,Depreciation,USA,"2,059"
07/01/2020,Mobility,External Labor,United Kingdom,"2,181"
07/01/2020,Mobility,External Labor,USA,"75,885"
07/01/2020,Mobility,Internal Labor,United Kingdom,"1,740"
07/01/2020,Mobility,Other,United Kingdom,"12,640"
07/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,428"
07/01/2020,Mobility,Software,USA,"2,811"
07/01/2020,Mobility,Software Maintenance,USA,"26,122"
07/01/2020,Mobility,Taxes,USA,840
07/01/2020,Mobility,Telecomm,United Kingdom,355
07/01/2020,Mobility,Telecomm,USA,6
07/01/2020,Mobility,Travel,United Kingdom,975
07/01/2020,Mobility,Vehicles,United Kingdom,226
07/01/2020,Networking,CAPEX,USA,38
07/01/2020,Networking,Depreciation,Canada,335
07/01/2020,Networking,Depreciation,Mexico,5
07/01/2020,Networking,Depreciation,Switzerland,556
07/01/2020,Networking,Depreciation,United Kingdom,"2,745"
07/01/2020,Networking,Depreciation,USA,"37,537"
07/01/2020,Networking,External Labor,Ireland,"56,462"
07/01/2020,Networking,External Labor,Mexico,"12,286"
07/01/2020,Networking,External Labor,Switzerland,"1,345"
07/01/2020,Networking,External Labor,United Kingdom,716
07/01/2020,Networking,External Labor,USA,"203,052"
07/01/2020,Networking,Hardware,Switzerland,"4,184"
07/01/2020,Networking,Hardware,United Kingdom,"155,606"
07/01/2020,Networking,Hardware,USA,"143,313"
07/01/2020,Networking,Hardware Maintenance,Switzerland,"2,460"
07/01/2020,Networking,Hardware Maintenance,USA,"32,237"
07/01/2020,Networking,Internal Labor,Germany,"15,462"
07/01/2020,Networking,Internal Labor,Switzerland,"6,358"
07/01/2020,Networking,Internal Labor,United Kingdom,"11,788"
07/01/2020,Networking,Internal Labor,USA,"44,829"
07/01/2020,Networking,Other,Canada,5
07/01/2020,Networking,Other,Mexico,222
07/01/2020,Networking,Other,Switzerland,-189
07/01/2020,Networking,Other,United Kingdom,385
07/01/2020,Networking,Other,USA,250
07/01/2020,Networking,Project Expenses,United Kingdom,"2,975"
07/01/2020,Networking,Software,USA,36
07/01/2020,Networking,Software Maintenance,USA,"5,100"
07/01/2020,Networking,Supplies,Switzerland,28
07/01/2020,Networking,Supplies,USA,131
07/01/2020,Networking,Taxes,USA,"16,296"
07/01/2020,Networking,Telecomm,Canada,"4,071"
07/01/2020,Networking,Telecomm,Germany,4
07/01/2020,Networking,Telecomm,Mexico,410
07/01/2020,Networking,Telecomm,Switzerland,"11,194"
07/01/2020,Networking,Telecomm,United Kingdom,"39,731"
07/01/2020,Networking,Telecomm,USA,"486,488"
07/01/2020,Networking,Training,Germany,259
07/01/2020,Networking,Training,Switzerland,17
07/01/2020,Networking,Training,United Kingdom,49
07/01/2020,Networking,Travel,Canada,115
