Date,IT Dep.,CostElement,Country,Forecast
10/01/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
11/01/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
12/01/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
01/01/2020,Core Infrastructure,Depreciation,Canada,"10,731"
02/01/2020,Core Infrastructure,Depreciation,Canada,"7,173"
03/01/2020,Core Infrastructure,Depreciation,Canada,"7,037"
04/01/2020,Core Infrastructure,Depreciation,Canada,"4,937"
05/01/2020,Core Infrastructure,Depreciation,Canada,"5,033"
06/01/2020,Core Infrastructure,Depreciation,Canada,"4,900"
07/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
08/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
09/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
10/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
11/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
12/01/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/01/2020,Core Infrastructure,Depreciation,Mexico,"2,148"
02/01/2020,Core Infrastructure,Depreciation,Mexico,"2,529"
03/01/2020,Core Infrastructure,Depreciation,Mexico,"3,773"
04/01/2020,Core Infrastructure,Depreciation,Mexico,"4,269"
05/01/2020,Core Infrastructure,Depreciation,Mexico,"4,399"
06/01/2020,Core Infrastructure,Depreciation,Mexico,"4,369"
07/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
08/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
09/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
10/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
11/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
12/01/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/01/2020,Core Infrastructure,Depreciation,New Zealand,"5,944"
02/01/2020,Core Infrastructure,Depreciation,New Zealand,"5,847"
03/01/2020,Core Infrastructure,Depreciation,New Zealand,"5,959"
04/01/2020,Core Infrastructure,Depreciation,New Zealand,"6,052"
05/01/2020,Core Infrastructure,Depreciation,New Zealand,"7,577"
06/01/2020,Core Infrastructure,Depreciation,New Zealand,"7,990"
07/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
08/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
09/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
10/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
11/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
12/01/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
06/01/2020,Core Infrastructure,Depreciation,USA,756
01/01/2020,Core Infrastructure,Employee Performance,USA,30
03/01/2020,Core Infrastructure,Employee Performance,USA,600
04/01/2020,Core Infrastructure,Employee Performance,USA,270
06/01/2020,Core Infrastructure,Employee Performance,USA,353
07/01/2020,Core Infrastructure,Employee Performance,USA,44
08/01/2020,Core Infrastructure,Employee Performance,USA,44
09/01/2020,Core Infrastructure,Employee Performance,USA,44
10/01/2020,Core Infrastructure,Employee Performance,USA,80
11/01/2020,Core Infrastructure,Employee Performance,USA,87
12/01/2020,Core Infrastructure,Employee Performance,USA,87
01/01/2020,Core Infrastructure,External Labor,Brazil,"12,109"
02/01/2020,Core Infrastructure,External Labor,Brazil,"17,786"
03/01/2020,Core Infrastructure,External Labor,Brazil,"15,448"
04/01/2020,Core Infrastructure,External Labor,Brazil,"14,780"
05/01/2020,Core Infrastructure,External Labor,Brazil,"19,994"
06/01/2020,Core Infrastructure,External Labor,Brazil,"5,579"
07/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
08/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
09/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
10/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
11/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
12/01/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/01/2020,Core Infrastructure,External Labor,Canada,"15,054"
02/01/2020,Core Infrastructure,External Labor,Canada,"-7,711"
03/01/2020,Core Infrastructure,External Labor,Canada,"20,583"
04/01/2020,Core Infrastructure,External Labor,Canada,"29,295"
05/01/2020,Core Infrastructure,External Labor,Canada,"21,036"
06/01/2020,Core Infrastructure,External Labor,Canada,"14,567"
07/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
08/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
09/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
10/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
11/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
12/01/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/01/2020,Core Infrastructure,External Labor,Mexico,"5,169"
02/01/2020,Core Infrastructure,External Labor,Mexico,"38,717"
03/01/2020,Core Infrastructure,External Labor,Mexico,"7,266"
04/01/2020,Core Infrastructure,External Labor,Mexico,"27,098"
05/01/2020,Core Infrastructure,External Labor,Mexico,"35,493"
06/01/2020,Core Infrastructure,External Labor,Mexico,"9,700"
07/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
08/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
09/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
10/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
11/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
12/01/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/01/2020,Core Infrastructure,External Labor,New Zealand,-687
02/01/2020,Core Infrastructure,External Labor,New Zealand,"9,183"
03/01/2020,Core Infrastructure,External Labor,New Zealand,"21,891"
04/01/2020,Core Infrastructure,External Labor,New Zealand,"2,996"
05/01/2020,Core Infrastructure,External Labor,New Zealand,260
06/01/2020,Core Infrastructure,External Labor,New Zealand,"122,078"
07/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
08/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
09/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
10/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
11/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
12/01/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/01/2020,Core Infrastructure,External Labor,USA,"35,183"
02/01/2020,Core Infrastructure,External Labor,USA,"62,930"
03/01/2020,Core Infrastructure,External Labor,USA,"-157,919"
04/01/2020,Core Infrastructure,External Labor,USA,"-119,534"
05/01/2020,Core Infrastructure,External Labor,USA,"172,999"
06/01/2020,Core Infrastructure,External Labor,USA,"172,354"
07/01/2020,Core Infrastructure,External Labor,USA,"889,532"
08/01/2020,Core Infrastructure,External Labor,USA,"468,848"
09/01/2020,Core Infrastructure,External Labor,USA,"510,567"
10/01/2020,Core Infrastructure,External Labor,USA,"258,598"
11/01/2020,Core Infrastructure,External Labor,USA,"258,598"
12/01/2020,Core Infrastructure,External Labor,USA,"216,598"
01/01/2020,Core Infrastructure,Hardware,Brazil,"1,192"
02/01/2020,Core Infrastructure,Hardware,Brazil,"1,184"
03/01/2020,Core Infrastructure,Hardware,Brazil,"1,195"
04/01/2020,Core Infrastructure,Hardware,Brazil,"1,214"
05/01/2020,Core Infrastructure,Hardware,Brazil,"1,253"
06/01/2020,Core Infrastructure,Hardware,Brazil,"1,245"
07/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
08/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
09/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
10/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
11/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
12/01/2020,Core Infrastructure,Hardware,Brazil,"13,402"
06/01/2020,Core Infrastructure,Hardware,Canada,89
07/01/2020,Core Infrastructure,Hardware,Canada,208
08/01/2020,Core Infrastructure,Hardware,Canada,208
09/01/2020,Core Infrastructure,Hardware,Canada,208
10/01/2020,Core Infrastructure,Hardware,Canada,208
11/01/2020,Core Infrastructure,Hardware,Canada,208
12/01/2020,Core Infrastructure,Hardware,Canada,208
01/01/2020,Core Infrastructure,Hardware,Mexico,"36,859"
02/01/2020,Core Infrastructure,Hardware,Mexico,"32,132"
03/01/2020,Core Infrastructure,Hardware,Mexico,"2,618"
04/01/2020,Core Infrastructure,Hardware,Mexico,"18,224"
05/01/2020,Core Infrastructure,Hardware,Mexico,"19,986"
06/01/2020,Core Infrastructure,Hardware,Mexico,"18,285"
07/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
08/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
09/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
10/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
11/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
12/01/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/01/2020,Core Infrastructure,Hardware,New Zealand,"29,980"
02/01/2020,Core Infrastructure,Hardware,New Zealand,"36,766"
03/01/2020,Core Infrastructure,Hardware,New Zealand,"22,247"
04/01/2020,Core Infrastructure,Hardware,New Zealand,"32,870"
05/01/2020,Core Infrastructure,Hardware,New Zealand,"30,977"
06/01/2020,Core Infrastructure,Hardware,New Zealand,"48,689"
07/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
08/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
09/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
10/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
11/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
12/01/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
03/01/2020,Core Infrastructure,Hardware,USA,"2,883"
04/01/2020,Core Infrastructure,Hardware,USA,406
05/01/2020,Core Infrastructure,Hardware,USA,"5,484"
06/01/2020,Core Infrastructure,Hardware,USA,"27,519"
07/01/2020,Core Infrastructure,Hardware,USA,51
08/01/2020,Core Infrastructure,Hardware,USA,51
09/01/2020,Core Infrastructure,Hardware,USA,51
10/01/2020,Core Infrastructure,Hardware,USA,51
11/01/2020,Core Infrastructure,Hardware,USA,51
12/01/2020,Core Infrastructure,Hardware,USA,51
01/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,432
02/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"9,126"
03/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,142"
04/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,565"
05/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,394"
06/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"2,314"
07/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
08/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
09/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
10/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
11/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
12/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
02/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"34,463"
03/01/2020,Core Infrastructure,Hardware Maintenance,Canada,588
07/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
08/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
09/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
10/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
11/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
12/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"4,253"
02/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,680
03/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"12,115"
04/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,914"
05/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"9,776"
06/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,-351
07/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
08/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
09/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
10/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
11/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
12/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,15
03/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,913
04/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,116
07/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
08/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
09/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
10/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
11/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
12/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
06/01/2020,Core Infrastructure,Hardware Maintenance,United Kingdom,"-13,773"
01/01/2020,Core Infrastructure,Hardware Maintenance,USA,46
03/01/2020,Core Infrastructure,Hardware Maintenance,USA,183
04/01/2020,Core Infrastructure,Hardware Maintenance,USA,425
07/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
08/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
09/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
10/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
11/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
12/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/01/2020,Core Infrastructure,Internal Labor,Brazil,"14,726"
02/01/2020,Core Infrastructure,Internal Labor,Brazil,"15,591"
03/01/2020,Core Infrastructure,Internal Labor,Brazil,"16,379"
04/01/2020,Core Infrastructure,Internal Labor,Brazil,-18
05/01/2020,Core Infrastructure,Internal Labor,Brazil,"3,726"
06/01/2020,Core Infrastructure,Internal Labor,Brazil,"13,667"
07/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
08/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
09/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
10/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
11/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
12/01/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
05/01/2020,Core Infrastructure,Internal Labor,Canada,195
06/01/2020,Core Infrastructure,Internal Labor,Canada,"1,127"
07/01/2020,Core Infrastructure,Internal Labor,Canada,223
08/01/2020,Core Infrastructure,Internal Labor,Canada,223
09/01/2020,Core Infrastructure,Internal Labor,Canada,223
10/01/2020,Core Infrastructure,Internal Labor,Canada,223
11/01/2020,Core Infrastructure,Internal Labor,Canada,223
12/01/2020,Core Infrastructure,Internal Labor,Canada,223
01/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,093"
02/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,123"
03/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,058"
04/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,221"
05/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,082"
06/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,974"
07/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
08/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
09/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
10/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
11/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
12/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,338"
01/01/2020,Core Infrastructure,Internal Labor,New Zealand,"39,087"
02/01/2020,Core Infrastructure,Internal Labor,New Zealand,"36,504"
03/01/2020,Core Infrastructure,Internal Labor,New Zealand,"39,022"
04/01/2020,Core Infrastructure,Internal Labor,New Zealand,"34,391"
05/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,143"
06/01/2020,Core Infrastructure,Internal Labor,New Zealand,"39,187"
07/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
08/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
09/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
10/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
11/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
12/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/01/2020,Core Infrastructure,Internal Labor,Switzerland,"2,677"
02/01/2020,Core Infrastructure,Internal Labor,Switzerland,"2,624"
03/01/2020,Core Infrastructure,Internal Labor,Switzerland,"10,011"
04/01/2020,Core Infrastructure,Internal Labor,Switzerland,"3,054"
05/01/2020,Core Infrastructure,Internal Labor,Switzerland,"3,063"
06/01/2020,Core Infrastructure,Internal Labor,Switzerland,"7,302"
01/01/2020,Core Infrastructure,Internal Labor,USA,"55,695"
02/01/2020,Core Infrastructure,Internal Labor,USA,"58,261"
03/01/2020,Core Infrastructure,Internal Labor,USA,"57,769"
04/01/2020,Core Infrastructure,Internal Labor,USA,"52,244"
05/01/2020,Core Infrastructure,Internal Labor,USA,"44,505"
06/01/2020,Core Infrastructure,Internal Labor,USA,"44,923"
07/01/2020,Core Infrastructure,Internal Labor,USA,"54,656"
08/01/2020,Core Infrastructure,Internal Labor,USA,"54,649"
